Company,DisplayLink,Website,Title
Villetard's Eggs Ltd.,www.municipalaffairs.alberta.ca,http://www.municipalaffairs.alberta.ca/documents/mgb/M012-16(1).pdf,IN THE MATTER OF THE Municipal Government Act being Chapter 
Villetard's Eggs Ltd.,www.regie-energie.qc.ca,http://www.regie-energie.qc.ca/audiences/3595-06/MoyensPrelim3595/Augu3595/C-2-8-GRAME_Auto02_3595_13juin06.pdf,GRAME
Advitech Inc.,www.linkedin.com,https://www.linkedin.com/company/advitech-inc,Advitech Inc | LinkedIn
Advitech Inc.,www.manta.com,https://www.manta.com/c/mm2w603/advitech-inc,Advitech Inc
Advitech Inc.,www.crunchbase.com,https://www.crunchbase.com/organization/advitech,Advitech | Crunchbase
Advitech Inc.,www.advitech.com,http://www.advitech.com/,Advitech inc
Advitech Inc.,www.bionity.com,https://www.bionity.com/en/companies/23108/advitech-inc.html,Advitech Inc - Quebec City Canada
Advitech Inc.,clustrmaps.com,https://clustrmaps.com/c/3e77s-ftvcw,Advitech Inc San Antonio - Company Profile
Advitech Inc.,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pubmed/18066141,XP-828L (Dermylex) a new whey protein extract with potential 
Advitech Inc.,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/abs/10.1002/lary.21373,Controlling motion sickness and spatial disorientation and 
Advitech Inc.,agoracom.com,https://agoracom.com/ir/Advitech,Small Cap Investment - Advitech Inc - Official Investor Hub - Agoracom
Advitech Inc.,acronyms.thefreedictionary.com,https://acronyms.thefreedictionary.com/Advitech+Inc.,Advitech Inc - How is Advitech Inc abbreviated?
Aliments E.D. Foods Inc.,buyersguide.restaurantscanada.org,https://buyersguide.restaurantscanada.org/companies/aliments-ed-foods-inc/,ALIMENTS ED FOODS INC - Restaurants Canada - Buyers Guide
Aliments E.D. Foods Inc.,luda.ca,https://luda.ca/,LUDA Foods
Aliments E.D. Foods Inc.,www.linkedin.com,https://www.linkedin.com/company/aliments-ed-foods-inc-,Aliments LUDA Foods | LinkedIn
Aliments E.D. Foods Inc.,www.alimentsduquebec.com,https://www.alimentsduquebec.com/en/certified-products/business/aliments-luda-foods,Aliments LUDA Foods | Montr_al | Companies | Aliments du Qu_bec
Aliments E.D. Foods Inc.,www.careersinfood.com,https://www.careersinfood.com/aliments-ed-foods-inc-listing-14397.htm,Aliments Ed Foods Inc Information from CareersInFood com
Aliments E.D. Foods Inc.,ca.linkedin.com,https://ca.linkedin.com/in/victor-eiser-35525218,Victor Eiser - President - Aliments ED Foods Inc | LinkedIn
Aliments E.D. Foods Inc.,www.sialchina.com,http://www.sialchina.com/suppliers/company/ALIMENTS-ED-FOODS.html,ALIMENTS ED FOODS INC in SIAL CHINA | SIAL CHINA 2017
Aliments E.D. Foods Inc.,ca.linkedin.com,https://ca.linkedin.com/in/darren-gilbert-8b307127,Darren Gilbert - Aliments ED Foods Inc - LinkedIn
Aliments E.D. Foods Inc.,www.edsmith.com,https://www.edsmith.com/,Home - E D Smith
Aliments E.D. Foods Inc.,websites.ca,https://websites.ca/listing/ByX2Q-ayvb/Aliments-E-D-Foods-inc-Pointe-Claire-Quebec,Aliments E D Foods inc - 6200 Aut Transcanadienne Pointe-Claire 
Atsenti,www.atsenti.com,https://www.atsenti.com/,Atsenti
Atsenti,www.manta.com,https://www.manta.com/ic/mtqnqxz/ca/atsenti-inc,Atsenti Saint-Hyacinthe QC J2S 8W2 _ Manta com
Atsenti,www.atsenti.com,https://www.atsenti.com/Atsenti-home-page/,Think-Care-Heal - Atsenti- Penser-Soigner-Gu_rir - Atsenti
Atsenti,www.facebook.com,https://www.facebook.com/atsenti/photos/,Les Jardins Atsenti Auarata - 208 Photos - 9 Reviews - Tea Room 
Atsenti,www.atsenti.com,https://www.atsenti.com/contact-us-1/,Contact us - Atsenti- Penser-Soigner-Gu_rir
Atsenti,www.quebecgetaways.com,https://www.quebecgetaways.com/jardins-atsenti-auarata-les,Jardins Atsenti Auarata (Les)
Atsenti,www.theweathernetwork.com,https://www.theweathernetwork.com/ca/36-hour-weather-forecast/quebec/jardins-atsenti-auarata,Jardins Atsenti Auarata Quebec 36 Hour Weather Forecast - The 
Atsenti,ffn-afn.agr.gc.ca,https://ffn-afn.agr.gc.ca/ntr/index-eng.cfm?action=viewListing&organization_id=1037,View Listing - Atsenti
Atsenti,www.theweathernetwork.com,https://www.theweathernetwork.com/ca/forecasts/attractions/quebec/jardins-atsenti-auarata,Attractions Jardins Atsenti Auarata QC - The Weather Network
Atsenti,www.fiercebiotech.com,https://www.fiercebiotech.com/biotech/curt-herberts-to-head-up-business-development-at-senti-bio,Curt Herberts to head up business development at Senti Bio 
Bartek Ingredients Inc.,www.bartek.ca,https://www.bartek.ca/,Bartek Ingredients | Malic and Fumaric Acid
Bartek Ingredients Inc.,www.businesswire.com,https://www.businesswire.com/news/home/20181115005756/en/Bartek-Ingredients-Acquired-Private-Equity-Firm-TorQuest,Bartek Ingredients Inc Acquired by Private Equity Firm TorQuest 
Bartek Ingredients Inc.,www.linkedin.com,https://www.linkedin.com/company/bartekingredientsincorporated,Bartek Ingredients | LinkedIn
Bartek Ingredients Inc.,www.businesswire.com,https://www.businesswire.com/news/home/20190903005672/en/Bartek-Ingredients-Purchases-New-State-of-the-Art-Maleic-Anhydride,Bartek Ingredients Purchases New State-of-the-Art Maleic Anhydride 
Bartek Ingredients Inc.,www.bartek.ca,https://www.bartek.ca/products/malic-acid/,Malic Acid | Bartek Ingredients
Bartek Ingredients Inc.,www.newswire.ca,https://www.newswire.ca/news-releases/torquest-partners-completes-acquisition-of-bartek-ingredients-700363791.html,TorQuest Partners Completes Acquisition of Bartek Ingredients
Bartek Ingredients Inc.,www.payscale.com,https://www.payscale.com/research/CA/Employer=Bartek_Ingredients_Inc./Salary,Average Bartek Ingredients Inc Salary in Canada | PayScale
Bartek Ingredients Inc.,www.sdc.gov.on.ca,https://www.sdc.gov.on.ca/sites/mol/drs/ca/Manufacturing%20%20Industrial/325-6975-14%20(378-0073).pdf,collective agreement between bartek ingredients inc at its plants in 
Bartek Ingredients Inc.,torquest.com,https://torquest.com/news/article/torquest-partners-completes-acquisition-of-bartek-ingredients,TorQuest Partners Completes Acquisition of Bartek Ingredients 
Bartek Ingredients Inc.,www.foodingredientsfirst.com,https://www.foodingredientsfirst.com/news/bartek-ingredients-plans-malic-and-food-grade-fumaric-acid-capacity-expansion.html,Bartek Ingredients plans malic and fumaric acid capacity expansion
Blueberry Transformation Technologies,www.tandfonline.com,https://www.tandfonline.com/doi/abs/10.1080/15538362.2011.623083,Recent Advances in Blueberry Transformation International Journal 
Blueberry Transformation Technologies,www.researchgate.net,https://www.researchgate.net/publication/235927523_Recent_Advances_in_Blueberry_Transformation,(PDF) Recent Advances in Blueberry Transformation
Blueberry Transformation Technologies,www.tandfonline.com,https://www.tandfonline.com/doi/full/10.1080/15538362.2011.623083?scroll=top&needAccess=true,Full article Recent Advances in Blueberry Transformation
Blueberry Transformation Technologies,pubag.nal.usda.gov,https://pubag.nal.usda.gov/catalog/352816,Recent Advances in Blueberry Transformation - PubAg
Blueberry Transformation Technologies,ffn-afn.agr.gc.ca,https://ffn-afn.agr.gc.ca/ntr/index-eng.cfm?action=viewListing&organization_id=1169,View Listing - Blueberry Transformation Technologies
Blueberry Transformation Technologies,asq.org,https://asq.org/training/instructors/transformation-technologies,Transformation Technologies | ASQ
Blueberry Transformation Technologies,www.canadacompanyregistry.com,https://www.canadacompanyregistry.com/companies/blueberry-transformation-technologies-inc/,BLUEBERRY TRANSFORMATION TECHNOLOGIES INC | Canada 
Blueberry Transformation Technologies,www.ptc.com,https://www.ptc.com/en/product-lifecycle-report/digital-transformation-technologies,8 Commonly-Used Digital Transformation Technologies | PTC
Blueberry Transformation Technologies,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6405644/,Agrobacterium-Mediated Transformation of Tree Fruit Crops 
Blueberry Transformation Technologies,www.techrepublic.com,https://www.techrepublic.com/article/the-top-technologies-that-enabled-digital-transformation-this-decade/,The top technologies that enabled digital transformation this decade 
Bonnie & Don Flavours Inc.,bdflavours.com,https://bdflavours.com/,Essences Bonnie & Don Flavours Inc 
Bonnie & Don Flavours Inc.,ca.linkedin.com,https://ca.linkedin.com/in/yinyin-xu-04ba2520,Yinyin Xu - Essences Bonnie & Don Flavours Inc - LinkedIn
Bonnie & Don Flavours Inc.,bdflavours.com,https://bdflavours.com/en/contact-us.html,Contact Us | Bonnie & Don Essences Flavours Inc
Bonnie & Don Flavours Inc.,ca.linkedin.com,https://ca.linkedin.com/in/sandra-wilson-4879179,Sandra Wilson - Bonnie & Don Flavours Inc - LinkedIn
Bonnie & Don Flavours Inc.,www.bakersjournal.com,https://www.bakersjournal.com/company/bonnie-don-flavours-inc/,BONNIE & DON FLAVOURS INC - Bakers Journal
Bonnie & Don Flavours Inc.,web.mbot.com,https://web.mbot.com/Food-and-Beverage/Essences-Bonnie-Don-Flavours-Inc-254,Essences Bonnie & Don Flavours Inc
Bonnie & Don Flavours Inc.,ift19.mapyourshow.com,https://ift19.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00025638,Bonnie & Don Flavours Inc 
Bonnie & Don Flavours Inc.,www.greenpeople.org,http://www.greenpeople.org/listing/Bonnie-Don-Flavours-62776.cfm,Bonnie & Don Flavours Inc located in Mississauga British 
Bonnie & Don Flavours Inc.,buyersguide.idfa.org,http://buyersguide.idfa.org/Listing/Company/40149548,Bonnie & Don Flavours Inc - IDFA Online Buyers' Guide
Bonnie & Don Flavours Inc.,www.frasersdirectory.com,https://www.frasersdirectory.com/suppliers/bonnie-don-flavours-inc-16573753884/,Bonnie & Don Flavours Inc - FRASERS
Bowen Island Botanicals Ltd,ffn-afn.agr.gc.ca,https://ffn-afn.agr.gc.ca/ntr/index-eng.cfm?action=viewListing&organization_id=556,View Listing - Bowen Island Botanicals Ltd
Bowen Island Botanicals Ltd,www.sangredefruta.com,https://www.sangredefruta.com/,Sangre de Fruta
Bowen Island Botanicals Ltd,www.facebook.com,https://www.facebook.com/sangredefruta/,Sangre de Fruta Botanical - Home | Facebook
Bowen Island Botanicals Ltd,www.sangredefruta.com,https://www.sangredefruta.com/about,ABOUT „ Sangre de Fruta
Bowen Island Botanicals Ltd,www.linkedin.com,https://www.linkedin.com/company/sangre-de-fruta-botanical,Sangre de Fruta Botanical | LinkedIn
Bowen Island Botanicals Ltd,www.sangredefruta.com,https://www.sangredefruta.com/contact,Contact „ Sangre de Fruta
Bowen Island Botanicals Ltd,www.bowenislandundercurrent.com,https://www.bowenislandundercurrent.com/news/local-face-serum-selected-for-next-week-s-international-emmys-gift-bag-1.24016507,Local face serum selected for next week's International Emmys gift bag
Bowen Island Botanicals Ltd,thehearth.ca,https://thehearth.ca/visual.php,Visual Arts | Bowen Island Arts Council
Bowen Island Botanicals Ltd,www.bowenislandundercurrent.com,http://www.bowenislandundercurrent.com/special-features/wade-davis-1.2275188,Wade Davis | Bowen Island Undercurrent
Bowen Island Botanicals Ltd,bowenisland.civicweb.net,https://bowenisland.civicweb.net/document/201622,Agrarian Analysis
Brookside Foods Ltd.,www.brooksidechocolate.com,https://www.brooksidechocolate.com/en_us/home.html,BROOKSIDE Chocolate | Bold and Ballsy Dark Chocolate Candy
Brookside Foods Ltd.,www.candyindustry.com,https://www.candyindustry.com/articles/84082-hershey-to-acquire-brookside-foods-ltd,Hershey to acquire Brookside Foods Ltd 
Brookside Foods Ltd.,www.linkedin.com,https://www.linkedin.com/company/brookside-foods-ltd.,Brookside Foods Ltd | LinkedIn
Brookside Foods Ltd.,www.businesswire.com,https://www.businesswire.com/news/home/20111208006310/en/Hershey-Reaches-Agreement-Acquire-Brookside-Foods-Ltd.,Hershey Reaches an Agreement to Acquire Brookside Foods Ltd 
Brookside Foods Ltd.,www.crunchbase.com,https://www.crunchbase.com/organization/brookside-foods-ltd,Brookside Foods Ltd | Crunchbase
Brookside Foods Ltd.,www.facebook.com,https://www.facebook.com/pages/category/Food-Wholesaler/Brookside-Foods-LTD-109290393953643/,Brookside Foods LTD - Home | Facebook
Brookside Foods Ltd.,www.confectionerynews.com,https://www.confectionerynews.com/Article/2016/06/15/Hershey-to-close-Brookside-Abbotsford-factory-with-loss-of-180-jobs,Hershey to close Brookside Abbotsford factory with loss of 180 jobs
Brookside Foods Ltd.,www.bcbusiness.ca,https://www.bcbusiness.ca/brookside-foods-ltd,Brookside Foods Ltd - BCBusiness
Brookside Foods Ltd.,consumergoods.com,https://consumergoods.com/hershey-acquire-brookside-foods-ltd,Hershey to Acquire Brookside Foods Ltd | News | Consumer Goods 
Brookside Foods Ltd.,www.foodnavigator-usa.com,https://www.foodnavigator-usa.com/Article/2011/12/09/Hershey-to-acquire-Canadian-confectionery-firm-Brookside-Foods,Hershey to acquire Canadian confectionery firm Brookside Foods
Bryconn Dev. Inc.,ffn-afn.agr.gc.ca,https://ffn-afn.agr.gc.ca/ntr/index-eng.cfm?action=viewListing&organization_id=1167,View Listing - Bryconn Dev Inc 
Bryconn Dev. Inc.,www.agric.gov.ab.ca,https://www.agric.gov.ab.ca/app68/foodindustry?section=town&cat1=Ardrossan,Ardrossan
Bryconn Dev. Inc.,www.yumpu.com,https://www.yumpu.com/en/document/view/31765412/central-alberta-directory,Central Alberta Directory
Bryconn Dev. Inc.,www.agric.gov.ab.ca,https://www.agric.gov.ab.ca/app68/foodindustry?action=print&section=category&cat1=Eggs+%26+Egg+Products,Agriculture and Forestry Printer Friendly Agricultural Processing 
Bryconn Dev. Inc.,partners.agric.gov.ab.ca,https://partners.agric.gov.ab.ca/app68/listings/meat_facilities/meat_facilities_map.jsp,Provincially Licensed Meat Facilities - Agriculture and Forestry
Bryconn Dev. Inc.,www.agric.gov.ab.ca,https://www.agric.gov.ab.ca/app68/foodindustrylisting?id=964&section=town&cat1=Ardrossan,Agriculture and Forestry Printer Friendly Agricultural Processing 
Bryconn Dev. Inc.,www.tradesparq.com,https://www.tradesparq.com/company-directory/131/5,Browse Shipment Records by Company
Bryconn Dev. Inc.,www.nafma.ca,http://www.nafma.ca/map-assets/map.html,Northeast Alberta Agrifood Region
Bryconn Dev. Inc.,open.alberta.ca,https://open.alberta.ca/dataset/0cb27f51-d48f-4d66-8e29-a225f315da22/resource/39cfcaf8-c932-4d9b-9602-f2eb6fb7538c/download/agprodir2016.pdf,2016
Bryconn Dev. Inc.,www.brystsoccer.com,https://www.brystsoccer.com/,Bryst Football Academy Inc 
Canadian Emu Oil Limited,www.ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4988551/,Ratite oils promote keratinocyte cell growth and inhibit leukocyte 
Canadian Emu Oil Limited,ffn-afn.agr.gc.ca,https://ffn-afn.agr.gc.ca/ntr/index-eng.cfm?action=viewListing&organization_id=908,View Listing - Canadian Emu Oil Limited
Canadian Emu Oil Limited,www.healthline.com,https://www.healthline.com/health/emu-oil,Emu Oil Skin Benefits Internal Uses and Side Effects
Canadian Emu Oil Limited,www.homestead.org,https://www.homestead.org/livestock/the-healing-properties-of-emus/,The Healing Properties of Emus - Benefits of Emu Oil - Homestead org
Canadian Emu Oil Limited,www.medicalnewstoday.com,https://www.medicalnewstoday.com/articles/315535,Emu oil Uses benefits and side effects
Canadian Emu Oil Limited,codescornerorganicfarm.com,http://codescornerorganicfarm.com/our-history/,Our History | Codes Corner Organic Farm
Canadian Emu Oil Limited,nasobih.com,http://nasobih.com/nasobih-100-pure-canadian-emu-oil/,Who knew about Emu! | Nasobih | Nasobih Naturals Ltd 
Canadian Emu Oil Limited,walkabouthealthproducts.com,https://walkabouthealthproducts.com/,Walkabout Health Products Emu Oil
Canadian Emu Oil Limited,aea-emu.org,http://aea-emu.org/aea-research-timeline-emu-oil/,Aea Research Timeline Emu Oil | American Emu Association
Canadian Emu Oil Limited,www.amazon.com,https://www.amazon.com/Extra-Large-100-Pure-Australian/dp/B00UCI792W,Y-Not Natural - Organic Pharmaceutical 100% Pure Emu Oil 200ml
Cedarome Canada Inc.,cedarome.com,https://cedarome.com/,Cedarome Essential oils Citrus Oils & Canadian forest naturals
Cedarome Canada Inc.,www.linkedin.com,https://www.linkedin.com/company/cedarome-canada-inc,Cedarome Canada Inc | LinkedIn
Cedarome Canada Inc.,cedarome.com,https://cedarome.com/contact-us/,Contact us by phone email address operation hours | Cedarome
Cedarome Canada Inc.,www.facebook.com,https://www.facebook.com/Cedarome/,Cedarome Canada inc - 6 Photos - Local Business - 21 rue Paul 
Cedarome Canada Inc.,cedarome.com,https://cedarome.com/2018/09/10/new-website-cedarome-canada/,New website for Cedarome Canada inc 
Cedarome Canada Inc.,ca.linkedin.com,https://ca.linkedin.com/in/florentina-grigorescu-28b31228,Florentina Grigorescu - R&D Manager - Cedarome Canada Inc 
Cedarome Canada Inc.,cedarome.com,https://cedarome.com/essential-oils-pure-natural/,Pure and natural Essential oils directly from the source | Cedarome
Cedarome Canada Inc.,ca.linkedin.com,https://ca.linkedin.com/in/thierno-sadou-baldet-81165021,Thierno Sadou Baldet - Cedarome Canada Inc - LinkedIn
Cedarome Canada Inc.,www.kellysearch.com,https://www.kellysearch.com/listing/cedarome-canada-inc-brossard-qc-2,Cedarome Canada Inc | Brossard QC - KellySearch
Cedarome Canada Inc.,www.frasersdirectory.com,https://www.frasersdirectory.com/suppliers/cedarome-canada-inc-16573751893/,Cedarome Canada Inc - FRASERS
Citadelle Maple Syrup Producers' Cooperative,www.citadelle-camp.coop,https://www.citadelle-camp.coop/en,Quebec Maple Syrup Producers' Cooperative - Citadelle _ Citadelle
Citadelle Maple Syrup Producers' Cooperative,ca.linkedin.com,https://ca.linkedin.com/company/citadelle-maple-syrup-producers%27-cooperative,Citadelle Maple syrup producers' Cooperative
Citadelle Maple Syrup Producers' Cooperative,www.citadelle-camp.coop,https://www.citadelle-camp.coop/en/maple/maple-syrup,Maple _ Citadelle
Citadelle Maple Syrup Producers' Cooperative,www.youtube.com,https://www.youtube.com/watch?v=i_ngQ_h63V0,History of Citadelle Maple Syrup Producers' Cooperative - YouTube
Citadelle Maple Syrup Producers' Cooperative,www.thenews.coop,https://www.thenews.coop/38553/sector/retail/citadelle-local-co-op-world-leading-maple-syrup-producer/,Citadelle from a local co-op to a world-leading maple syrup producer
Citadelle Maple Syrup Producers' Cooperative,www.youtube.com,https://www.youtube.com/watch?v=dgcefLwnJjw,Citadelle Maple Syrup Producers' Cooperative - An Overview (EN 
Citadelle Maple Syrup Producers' Cooperative,www.groupexport.ca,http://www.groupexport.ca/en/repertoire/fiche_entreprise/102-citadelle-maple-syrup-producers-cooperative,Citadelle Maple Syrup Producers' Cooperative - Exporter's details 
Citadelle Maple Syrup Producers' Cooperative,www.youtube.com,https://www.youtube.com/watch?v=bulMs888fHQ,Canada's Citadelle Taps China Demand for Maple Syrup - YouTube
Citadelle Maple Syrup Producers' Cooperative,www.internationalmaplesyrupinstitute.com,http://www.internationalmaplesyrupinstitute.com/news--events,News & Events - International Maple Syrup Institute
Citadelle Maple Syrup Producers' Cooperative,www.youtube.com,https://www.youtube.com/watch?v=CrtiLqN3jIE,Citadelle Maple Syrup Producers' Cooperative - 2014 - YouTube
Complementary and Alternative Medicine (University of Toronto),sciencebasedmedicine.org,https://sciencebasedmedicine.org/pseudoscience-north-whats-happening-to-the-university-of-toronto/,Pseudoscience North What's happening to the University of Toronto 
